"Notes","Race","Race Code","State","State Code","Year","Year Code","ICD-10 113 Cause List","ICD-10 113 Cause List Code",Deaths,Population,Crude Rate
,"White","2106-3","Utah","49","2015","2015","#Pregnancy, childbirth and the puerperium (O00-O99)","GR113-105",13,2774714,Unreliable
,"White","2106-3","Utah","49","2015","2015","Other complications of pregnancy, childbirth and the puerperium (O10-O99)","GR113-107",13,2774714,Unreliable
,"White","2106-3","Utah","49","2019","2019","#Pregnancy, childbirth and the puerperium (O00-O99)","GR113-105",11,2953540,Unreliable
,"White","2106-3","Utah","49","2019","2019","Other complications of pregnancy, childbirth and the puerperium (O10-O99)","GR113-107",11,2953540,Unreliable
,"White","2106-3","Virginia","51","2014","2014","#Pregnancy, childbirth and the puerperium (O00-O99)","GR113-105",10,5985615,Unreliable
,"White","2106-3","Virginia","51","2014","2014","Other complications of pregnancy, childbirth and the puerperium (O10-O99)","GR113-107",10,5985615,Unreliable
,"White","2106-3","Virginia","51","2015","2015","#Pregnancy, childbirth and the puerperium (O00-O99)","GR113-105",16,6003584,Unreliable
,"White","2106-3","Virginia","51","2015","2015","Other complications of pregnancy, childbirth and the puerperium (O10-O99)","GR113-107",16,6003584,Unreliable
,"White","2106-3","Virginia","51","2016","2016","#Pregnancy, childbirth and the puerperium (O00-O99)","GR113-105",28,6010786,0.5
,"White","2106-3","Virginia","51","2016","2016","Other complications of pregnancy, childbirth and the puerperium (O10-O99)","GR113-107",28,6010786,0.5
,"White","2106-3","Virginia","51","2017","2017","#Pregnancy, childbirth and the puerperium (O00-O99)","GR113-105",28,6027893,0.5
,"White","2106-3","Virginia","51","2017","2017","Other complications of pregnancy, childbirth and the puerperium (O10-O99)","GR113-107",28,6027893,0.5
,"White","2106-3","Virginia","51","2018","2018","#Pregnancy, childbirth and the puerperium (O00-O99)","GR113-105",12,6045867,Unreliable
,"White","2106-3","Virginia","51","2018","2018","Other complications of pregnancy, childbirth and the puerperium (O10-O99)","GR113-107",12,6045867,Unreliable
,"White","2106-3","Virginia","51","2019","2019","#Pregnancy, childbirth and the puerperium (O00-O99)","GR113-105",17,6053235,Unreliable
,"White","2106-3","Virginia","51","2019","2019","Other complications of pregnancy, childbirth and the puerperium (O10-O99)","GR113-107",17,6053235,Unreliable
,"White","2106-3","Virginia","51","2020","2020","#Pregnancy, childbirth and the puerperium (O00-O99)","GR113-105",32,6063666,0.5
,"White","2106-3","Virginia","51","2020","2020","Other complications of pregnancy, childbirth and the puerperium (O10-O99)","GR113-107",32,6063666,0.5
,"White","2106-3","Washington","53","2004","2004","#Pregnancy, childbirth and the puerperium (O00-O99)","GR113-105",13,5334934,Unreliable
,"White","2106-3","Washington","53","2004","2004","Other complications of pregnancy, childbirth and the puerperium (O10-O99)","GR113-107",13,5334934,Unreliable
,"White","2106-3","Washington","53","2008","2008","#Pregnancy, childbirth and the puerperium (O00-O99)","GR113-105",10,5577318,Unreliable
,"White","2106-3","Washington","53","2008","2008","Other complications of pregnancy, childbirth and the puerperium (O10-O99)","GR113-107",10,5577318,Unreliable
,"White","2106-3","Washington","53","2011","2011","#Pregnancy, childbirth and the puerperium (O00-O99)","GR113-105",13,5748606,Unreliable
,"White","2106-3","Washington","53","2011","2011","Other complications of pregnancy, childbirth and the puerperium (O10-O99)","GR113-107",13,5748606,Unreliable
,"White","2106-3","Washington","53","2012","2012","#Pregnancy, childbirth and the puerperium (O00-O99)","GR113-105",10,5779189,Unreliable
,"White","2106-3","Washington","53","2012","2012","Other complications of pregnancy, childbirth and the puerperium (O10-O99)","GR113-107",10,5779189,Unreliable
,"White","2106-3","Washington","53","2013","2013","#Pregnancy, childbirth and the puerperium (O00-O99)","GR113-105",15,5816503,Unreliable
,"White","2106-3","Washington","53","2013","2013","Other complications of pregnancy, childbirth and the puerperium (O10-O99)","GR113-107",15,5816503,Unreliable
,"White","2106-3","Washington","53","2014","2014","#Pregnancy, childbirth and the puerperium (O00-O99)","GR113-105",16,5861584,Unreliable
,"White","2106-3","Washington","53","2014","2014","Other complications of pregnancy, childbirth and the puerperium (O10-O99)","GR113-107",16,5861584,Unreliable
,"White","2106-3","Washington","53","2015","2015","#Pregnancy, childbirth and the puerperium (O00-O99)","GR113-105",10,5923371,Unreliable
,"White","2106-3","Washington","53","2015","2015","Other complications of pregnancy, childbirth and the puerperium (O10-O99)","GR113-107",10,5923371,Unreliable
,"White","2106-3","Washington","53","2017","2017","#Pregnancy, childbirth and the puerperium (O00-O99)","GR113-105",18,6064494,Unreliable
,"White","2106-3","Washington","53","2017","2017","Other complications of pregnancy, childbirth and the puerperium (O10-O99)","GR113-107",18,6064494,Unreliable
,"White","2106-3","Washington","53","2018","2018","#Pregnancy, childbirth and the puerperium (O00-O99)","GR113-105",16,6128227,Unreliable
,"White","2106-3","Washington","53","2018","2018","Other complications of pregnancy, childbirth and the puerperium (O10-O99)","GR113-107",16,6128227,Unreliable
,"White","2106-3","Washington","53","2019","2019","#Pregnancy, childbirth and the puerperium (O00-O99)","GR113-105",20,6165296,0.3
,"White","2106-3","Washington","53","2019","2019","Other complications of pregnancy, childbirth and the puerperium (O10-O99)","GR113-107",20,6165296,0.3
,"White","2106-3","West Virginia","54","2018","2018","#Pregnancy, childbirth and the puerperium (O00-O99)","GR113-105",10,1708531,Unreliable
,"White","2106-3","West Virginia","54","2018","2018","Other complications of pregnancy, childbirth and the puerperium (O10-O99)","GR113-107",10,1708531,Unreliable
,"White","2106-3","Wisconsin","55","2005","2005","#Pregnancy, childbirth and the puerperium (O00-O99)","GR113-105",11,5005823,Unreliable
,"White","2106-3","Wisconsin","55","2005","2005","Other complications of pregnancy, childbirth and the puerperium (O10-O99)","GR113-107",11,5005823,Unreliable
,"White","2106-3","Wisconsin","55","2006","2006","#Pregnancy, childbirth and the puerperium (O00-O99)","GR113-105",11,5024117,Unreliable
,"White","2106-3","Wisconsin","55","2006","2006","Other complications of pregnancy, childbirth and the puerperium (O10-O99)","GR113-107",11,5024117,Unreliable
,"White","2106-3","Wisconsin","55","2007","2007","#Pregnancy, childbirth and the puerperium (O00-O99)","GR113-105",14,5043468,Unreliable
,"White","2106-3","Wisconsin","55","2007","2007","Other complications of pregnancy, childbirth and the puerperium (O10-O99)","GR113-107",13,5043468,Unreliable
,"White","2106-3","Wisconsin","55","2009","2009","#Pregnancy, childbirth and the puerperium (O00-O99)","GR113-105",10,5075213,Unreliable
,"White","2106-3","Wisconsin","55","2010","2010","#Pregnancy, childbirth and the puerperium (O00-O99)","GR113-105",10,5083263,Unreliable
,"White","2106-3","Wisconsin","55","2010","2010","Other complications of pregnancy, childbirth and the puerperium (O10-O99)","GR113-107",10,5083263,Unreliable
,"White","2106-3","Wisconsin","55","2011","2011","#Pregnancy, childbirth and the puerperium (O00-O99)","GR113-105",11,5096616,Unreliable
,"White","2106-3","Wisconsin","55","2011","2011","Other complications of pregnancy, childbirth and the puerperium (O10-O99)","GR113-107",10,5096616,Unreliable
,"White","2106-3","Wisconsin","55","2013","2013","#Pregnancy, childbirth and the puerperium (O00-O99)","GR113-105",10,5107934,Unreliable
,"White","2106-3","Wisconsin","55","2013","2013","Other complications of pregnancy, childbirth and the puerperium (O10-O99)","GR113-107",10,5107934,Unreliable
,"White","2106-3","Wisconsin","55","2014","2014","#Pregnancy, childbirth and the puerperium (O00-O99)","GR113-105",13,5109986,Unreliable
,"White","2106-3","Wisconsin","55","2014","2014","Other complications of pregnancy, childbirth and the puerperium (O10-O99)","GR113-107",13,5109986,Unreliable
,"White","2106-3","Wisconsin","55","2015","2015","#Pregnancy, childbirth and the puerperium (O00-O99)","GR113-105",10,5111213,Unreliable
,"White","2106-3","Wisconsin","55","2015","2015","Other complications of pregnancy, childbirth and the puerperium (O10-O99)","GR113-107",10,5111213,Unreliable
,"White","2106-3","Wisconsin","55","2016","2016","#Pregnancy, childbirth and the puerperium (O00-O99)","GR113-105",10,5111927,Unreliable
,"White","2106-3","Wisconsin","55","2016","2016","Other complications of pregnancy, childbirth and the puerperium (O10-O99)","GR113-107",10,5111927,Unreliable
,"White","2106-3","Wisconsin","55","2020","2020","#Pregnancy, childbirth and the puerperium (O00-O99)","GR113-105",12,5121088,Unreliable
,"White","2106-3","Wisconsin","55","2020","2020","Other complications of pregnancy, childbirth and the puerperium (O10-O99)","GR113-107",11,5121088,Unreliable
"---"
"Dataset: Underlying Cause of Death, 1999-2020"
"Query Parameters:"
"ICD-10 Codes: O00-O99 (Pregnancy, childbirth and the puerperium)"
"Group By: Race; State; Year; ICD-10 113 Cause List"
"Show Totals: Disabled"
"Show Zero Values: False"
"Show Suppressed: False"
"Calculate Rates Per: 100,000"
"Rate Options: Default intercensal populations for years 2001-2009 (except Infant Age Groups)"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/ucd.html for more information."
"---"
"Query Date: Feb 21, 2026 6:18:33 PM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Mortality 1999-2020 on CDC WONDER Online Database, released in 2021. Data are from the Multiple Cause of Death Files,"
"1999-2020, as compiled from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative"
"Program. Accessed at http://wonder.cdc.gov/ucd-icd10.html on Feb 21, 2026 6:18:33 PM"
"---"
Messages:
"1. Selections made to any variable in [ICD-10 Codes, ICD-10 113 Cause List] cause equivalent selections in the other variables."
"More Information: http://wonder.cdc.gov/wonder/help/faq.html#related-variables."
"2. Totals are not available for these results due to suppression constraints. More Information:"
"http://wonder.cdc.gov/wonder/help/faq.html#Privacy."
"3. Totals and Percent of Total are disabled when data are grouped by 113 or 130 Cause Lists. Check Caveats below for more"
"information."
"4. Rows with zero Deaths are hidden. Use Quick Options above to show zero rows."
"5. Rows with suppressed Deaths are hidden. Use Quick Options above to show suppressed rows."
"---"
Footnotes:
"1. A '#' symbol preceding the label indicates a rankable cause of death. More information."
"---"
Caveats:
"1. Totals and Percent of Total are disabled when data are grouped by a 113 or 130 Cause List because both aggregate and detailed"
"values are displayed in the table. Also be aware that charts and maps containing both aggregate and detail data could be"
"misleading."
"2. As of April 3, 2017, the underlying cause of death has been revised for 125 deaths in 2014. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#2014-Revision."
"3. Circumstances in Georgia for the years 2008 and 2009 have resulted in unusually high death counts for the ICD-10 cause of"
"death code R99, ""Other ill-defined and unspecified causes of mortality."" Caution should be used in interpreting these data."
"More information: http://wonder.cdc.gov/wonder/help/ucd.html#Georgia-Reporting-Anomalies."
"4. Circumstances in New Jersey for the year 2009 have resulted in unusually high death counts for the ICD-10 cause of death code"
"R99, ""Other ill-defined and unspecified causes of mortality"" and therefore unusually low death counts in other ICD-10 codes,"
"most notably R95, ""Sudden Infant Death Syndrome"" and X40-X49, ""Unintentional poisoning."" Caution should be used in"
"interpreting these data. More information: http://wonder.cdc.gov/wonder/help/ucd.html#New-Jersey-Reporting-Anomalies."
"5. Circumstances in California resulted in unusually high death counts for the ICD-10 cause of death code R99, ""Other"
"ill-defined and unspecified causes of mortality"" for deaths occurring in years 2000 and 2001. Caution should be used in"
"interpreting these data. More information: http://wonder.cdc.gov/wonder/help/ucd.html#California-Reporting-Anomalies."
"6. Data are Suppressed when the data meet the criteria for confidentiality constraints. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#Assurance of Confidentiality."
"7. Death rates are flagged as Unreliable when the rate is calculated with a numerator of 20 or less. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#Unreliable."
"8. Information included on the death certificate about the race and Hispanic ethnicity of the decedent is reported by the"
"funeral director as provided by an informant, often the surviving next of kin, or, in the absence of an informant, on the basis"
"of observation. Race and ethnicity information from the census is by self-report. To the extent that race and Hispanic origin"
"are inconsistent between these two data sources, death rates will be biased. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#Racial Differences."
"9. The population figures for year 2020 are bridged-race estimates of the July 1 resident population, from the Vintage 2020"
"postcensal series released by NCHS on September 22, 2021. The population figures for year 2019 are bridged-race estimates of the"
"July 1 resident population, from the Vintage 2019 postcensal series released by NCHS on July 9, 2020. The population figures for"
"year 2018 are bridged-race estimates of the July 1 resident population, from the Vintage 2018 postcensal series released by NCHS"
"on June 25, 2019. The population figures for year 2017 are bridged-race estimates of the July 1 resident population, from the"
"Vintage 2017 postcensal series released by NCHS on June 27, 2018. The population figures for year 2016 are bridged-race"
"estimates of the July 1 resident population, from the Vintage 2016 postcensal series released by NCHS on June 26, 2017. The"
"population figures for year 2015 are bridged-race estimates of the July 1 resident population, from the Vintage 2015 postcensal"
"series released by NCHS on June 28, 2016. The population figures for year 2014 are bridged-race estimates of the July 1 resident"
"population, from the Vintage 2014 postcensal series released by NCHS on June 30, 2015. The population figures for year 2013 are"
"bridged-race estimates of the July 1 resident population, from the Vintage 2013 postcensal series released by NCHS on June 26,"
"2014. The population figures for year 2012 are bridged-race estimates of the July 1 resident population, from the Vintage 2012"
"postcensal series released by NCHS on June 13, 2013. The population figures for year 2011 are bridged-race estimates of the July"
"1 resident population, from the Vintage 2011 postcensal series released by NCHS on July 18, 2012. Population figures for 2010"
"are April 1 Census counts. The population figures for years 2001 - 2009 are bridged-race estimates of the July 1 resident"
